"movie_title","color","director_name","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_2_name","actor_1_facebook_likes","gross","actor_1_name","num_voted_users","cast_total_facebook_likes","actor_3_name","facenumber_in_poster","movie_imdb_link","num_user_for_reviews","language","country","content_rating","budget","title_year","actor_2_facebook_likes","aspect_ratio","movie_facebook_likes","imdb_score"
"The Black Hole ","Color","Gary Nelson","90","98","20","160","Maximilian Schell","889",,"Robert Forster","18481","2110","Yvette Mimieux","0","http://www.imdb.com/title/tt0078869/?ref_=fn_tt_tt_1","230","English","USA","PG","20000000","1979","877","2.35","4000","5.9"
"Good Kill ","Color","Andrew Niccol","166","102","487","118","Zoë Kravitz","991","316842","Bruce Greenwood","15756","2099","Stafford Douglas","0","http://www.imdb.com/title/tt3297330/?ref_=fn_tt_tt_1","68","English","USA","R",,"2014","943","2.35","0","6.4"
"Escape from the Planet of the Apes ","Color","Don Taylor","74","98","11","450","M. Emmet Walsh","595",,"Roddy McDowall","23546","2373","Sal Mineo","0","http://www.imdb.com/title/tt0067065/?ref_=fn_tt_tt_1","92","English","USA","G","2500000","1971","521","2.35","819","6.3"
"Grindhouse ","Color","Robert Rodriguez","250","189","0","1000","Rosario Dawson","16000","25031037","Quentin Tarantino","155496","22186","Zoë Bell","0","http://www.imdb.com/title/tt0462322/?ref_=fn_tt_tt_1","532","English","USA","R","53000000","2007","3000","2.35","0","7.6"
"Living Out Loud ","Color","Richard LaGravenese","24","100","98","604","Eddie Cibrian","1000","12902790","Holly Hunter","4052","3250","Jenette Goldstein","1","http://www.imdb.com/title/tt0120722/?ref_=fn_tt_tt_1","88","English","USA","R","12000000","1998","849","2.35","242","6.6"
"Adam ","Color","Max Mayer","122","99","6","194","Terry Walters","828","2277396","Peter Gallagher","29239","1936","Amy Irving","0","http://www.imdb.com/title/tt1185836/?ref_=fn_tt_tt_1","70","English","USA","PG-13",,"2009","390","2.35","0","7.2"
"Time Bandits ","Color","Terry Gilliam","139","103","0","504","Michael Palin","629","42365600","Shelley Duvall","45890","2730","Kenny Baker","0","http://www.imdb.com/title/tt0081633/?ref_=fn_tt_tt_1","177","English","UK","PG","5000000","1981","561","1.85","0","7"
"Eye of the Beholder ","Color","Stephan Elliott","88","109","11","159","Patrick Bergin","471","16459004","Jason Priestley","13320","1069","Geneviève Bujold","1","http://www.imdb.com/title/tt0120662/?ref_=fn_tt_tt_1","415","English","Canada","R","15000000","1999","308","2.35","327","4.9"
"The Mexican ","Color","Gore Verbinski","125","123","563","8000","Brad Pitt","24000","66808615","J.K. Simmons","87351","43917","Julia Roberts","0","http://www.imdb.com/title/tt0236493/?ref_=fn_tt_tt_1","344","English","USA","R","34000000","2001","11000","2.35","2000","6.1"
"Freddy's Dead: The Final Nightmare ","Color","Rachel Talalay","91","93","54","581","Tom Arnold","40000","34872293","Johnny Depp","30765","42002","Yaphet Kotto","0","http://www.imdb.com/title/tt0101917/?ref_=fn_tt_tt_1","252","English","USA","R","8500000","1991","618","1.85","963","4.9"
"The Expendables 2 ","Color","Simon West","383","103","165","13000","Sylvester Stallone","26000","85017401","Jason Statham","246803","57881","Bruce Willis","3","http://www.imdb.com/title/tt1764651/?ref_=fn_tt_tt_1","474","English","USA","R","92000000","2012","13000","2.35","108000","6.7"
"Urbania ","Color","Jon Shear","38","106","0","131","Josh Hamilton","254","1027119","Dan Futterman","2742","964","Matt Keeslar","1","http://www.imdb.com/title/tt0182508/?ref_=fn_tt_tt_1","73","English","USA","R","225000","2000","147","1.85","72","7"
"London Has Fallen ","Color","Babak Najafi","225","99","24","864","Radha Mitchell","18000","62401264","Gerard Butler","69484","20276","Julian Kostov","3","http://www.imdb.com/title/tt3300542/?ref_=fn_tt_tt_1","323","English","UK","R","60000000","2016","992","2.35","28000","5.9"
"The Back-up Plan ","Color","Alan Poul","148","104","16","584","Noureen DeWulf","1000","37481242","Danneel Ackles","40654","3356","Tom Bosley","0","http://www.imdb.com/title/tt1212436/?ref_=fn_tt_tt_1","97","English","USA","PG-13","35000000","2010","700","2.35","0","5.3"
"Locker 13 ","Color","Bruce Dellis","10","95","0","309","Ricky Schroder","685","2468","Tatyana Ali","241","2048","Jon Polito","3","http://www.imdb.com/title/tt1241226/?ref_=fn_tt_tt_1","5","English","USA","R","300000","2014","665","1.85","261","4.8"
"New York Stories ","Color","Woody Allen","42","124","11000","563","Larry David","11000","10763469","Woody Allen","13692","12685","Mia Farrow","0","http://www.imdb.com/title/tt0097965/?ref_=fn_tt_tt_1","55","English","USA","PG","15000000","1989","860","1.85","877","6.4"
"Autumn in New York ","Color","Joan Chen","101","103","643","586","Sam Trammell","24000","37752931","J.K. Simmons","20201","26938","Elaine Stritch","2","http://www.imdb.com/title/tt0174480/?ref_=fn_tt_tt_1","180","English","USA","PG-13","40000000","2000","1000","1.85","0","5.5"
"The Canyons ","Color","Paul Schrader","162","99","261","461","Gus Van Sant","924","49494","Nolan Gerard Funk","8511","2862","James Deen","0","http://www.imdb.com/title/tt2292959/?ref_=fn_tt_tt_1","87","English","USA","R","250000","2013","835","2.35","0","3.9"
"A Dog's Breakfast ","Color","David Hewlett","8","88","686","405","David Hewlett","847",,"Christopher Judge","3262","2364","Paul McGillion","2","http://www.imdb.com/title/tt0796314/?ref_=fn_tt_tt_1","46","English","Canada",,"120000","2007","686","1.78","377","7"
"Shallow Hal ","Color","Bobby Farrelly","109","114","101","398","Bruce McGill","700","70836296","Jason Alexander","109445","2842","Susan Ward","2","http://www.imdb.com/title/tt0256380/?ref_=fn_tt_tt_1","426","English","USA","PG-13","40000000","2001","655","1.85","0","5.9"
"One Hour Photo ","Color","Mark Romanek","207","96","132","933","Gary Cole","49000","31597131","Robin Williams","97938","52138","Connie Nielsen","0","http://www.imdb.com/title/tt0265459/?ref_=fn_tt_tt_1","605","English","USA","R","12000000","2002","989","1.85","0","6.8"
"Around the World in 80 Days ","Color","Frank Coraci","188","120","153","447","Steve Coogan","1000","24004159","Jim Broadbent","68722","3175","Cécile De France","0","http://www.imdb.com/title/tt0327437/?ref_=fn_tt_tt_1","191","English","USA","PG","110000000","2004","1000","2.35","0","5.8"
"Silent Movie ","Color","Mel Brooks","39","87","0","753","Dom DeLuise","898",,"Sid Caesar","12666","2951","Bernadette Peters","0","http://www.imdb.com/title/tt0075222/?ref_=fn_tt_tt_1","61",,"USA","PG","4400000","1976","842","1.85","629","6.7"
"Where the Wild Things Are ","Color","Spike Jonze","333","101","0","279","Ryan Corr","925","77222184","Catherine O'Hara","87677","1738","Max Records","0","http://www.imdb.com/title/tt0386117/?ref_=fn_tt_tt_1","388","English","Germany","PG","100000000","2009","468","2.35","11000","6.8"
"The Secret Life of Walter Mitty ","Color","Ben Stiller","362","114","0","423","Adrian Martinez","3000","58229120","Adam Scott","236421","5095","Joey Slotnick","1","http://www.imdb.com/title/tt0359950/?ref_=fn_tt_tt_1","515","English","USA","PG","90000000","2013","806","2.35","70000","7.3"
"Short Cut to Nirvana: Kumbh Mela ","Color","Maurizio Benazzo","15","85","0","0","Jasper Johal","66","381225","The Dalai Lama","131","66","Swami Krishnanad","0","http://www.imdb.com/title/tt0420723/?ref_=fn_tt_tt_1","13","English","USA","Unrated","200000","2004","0","1.78","30","7.2"
"Duel in the Sun ","Color","King Vidor","32","144","54","332","Lillian Gish","469","20400000","Joseph Cotten","6304","2037","Jennifer Jones","0","http://www.imdb.com/title/tt0038499/?ref_=fn_tt_tt_1","87","English","USA","Unrated","8000000","1946","436","1.37","403","6.9"
"Below Zero ","Color","Justin Thomas Ostensen","18","99","0","5","Kristin Booth","721",,"Michael Berryman","652","862","Michael Eisner","2","http://www.imdb.com/title/tt1641388/?ref_=fn_tt_tt_1","11","English","Canada","R","1200000","2011","134",,"161","4.5"
"Harlock: Space Pirate ","Color","Shinji Aramaki","62","115","21","47","Yû Aoi","173",,"Shun Oguri","8227","386","Haruma Miura","0","http://www.imdb.com/title/tt2668134/?ref_=fn_tt_tt_1","28","Japanese","Japan","Not Rated","30000000","2013","59","2.35","0","6.5"
"The Postman Always Rings Twice ","Color","Bob Rafelson","34","122","30","85","Michael Lerner","1000",,"Anjelica Huston","16764","1456","John Colicos","0","http://www.imdb.com/title/tt0082934/?ref_=fn_tt_tt_1","48","English","USA","R","12000000","1981","230","1.85","1000","6.6"
"Bottle Shock ","Color","Randall Miller","109","110","19","39","Freddy Rodríguez","25000","4040588","Alan Rickman","12233","25676","Greg Collins","0","http://www.imdb.com/title/tt0914797/?ref_=fn_tt_tt_1","89","English","USA","PG-13","5000000","2008","579","2.35","0","6.8"
"My Week with Marilyn ","Color","Simon Curtis","386","99","64","918","Toby Jones","13000","14597405","Eddie Redmayne","71679","17204","Julia Ormond","1","http://www.imdb.com/title/tt1655420/?ref_=fn_tt_tt_1","216","English","UK","R","6400000","2011","2000","2.35","17000","7"
"The Wedding Planner ","Color","Adam Shankman","108","103","163","968","Judy Greer","11000","60400856","Matthew McConaughey","61317","17533","Alex Rocco","2","http://www.imdb.com/title/tt0209475/?ref_=fn_tt_tt_1","229","English","Germany","PG-13","35000000","2001","2000","2.35","0","5.2"
"Escape Plan ","Color","Mikael Håfström","286","115","101","585","50 Cent","13000","25121291","Sylvester Stallone","177653","15708","Matt Gerald","1","http://www.imdb.com/title/tt1211956/?ref_=fn_tt_tt_1","279","English","USA","R","50000000","2013","1000","2.35","34000","6.7"
"Mutual Friends ","Color","Matthew Watts","3","86","0","304","Cheyenne Jackson","873",,"Jennifer Lafleur","64","2830","Michael Stahl-David","1","http://www.imdb.com/title/tt2112209/?ref_=fn_tt_tt_1","3","English","USA",,"450000","2013","469",,"31","6.8"
"Crop Circles: Quest for Truth ","Color","William Gazecki","15","115","3","0","Colin Andrews","0",,"Karen Alexander","204","0","Francine Blake","0","http://www.imdb.com/title/tt0331225/?ref_=fn_tt_tt_1","13","English","USA",,"750000","2002","0",,"32","7"
"Two Weeks Notice ","Color","Marc Lawrence","118","101","30","268","Alicia Witt","1000","93307796","Dorian Missick","85673","2636","Dana Ivey","2","http://www.imdb.com/title/tt0313737/?ref_=fn_tt_tt_1","269","English","USA","PG-13","60000000","2002","976","1.85","0","6.1"
"40 Days and 40 Nights ","Color","Michael Lehmann","140","96","36","486","Vinessa Shaw","1000","37939782","Emmanuelle Vaugier","62272","3294","Paulo Costanzo","0","http://www.imdb.com/title/tt0243736/?ref_=fn_tt_tt_1","207","English","USA","R","17000000","2002","580","1.85","2000","5.6"
"A Dog's Breakfast ","Color","David Hewlett","8","88","686","405","David Hewlett","847",,"Christopher Judge","3262","2364","Paul McGillion","2","http://www.imdb.com/title/tt0796314/?ref_=fn_tt_tt_1","46","English","Canada",,"120000","2007","686","1.78","377","7"
"Deep Rising ","Color","Stephen Sommers","106","106","208","855","Jason Flemyng","3000","11146409","Djimon Hounsou","26551","6558","Wes Studi","0","http://www.imdb.com/title/tt0118956/?ref_=fn_tt_tt_1","273","English","USA","R","45000000","1998","1000","2.35","0","6"
"The Omen ","Color","Richard Donner","154","107","503","108","Patrick Troughton","264",,"Lee Remick","80961","673","Billie Whitelaw","2","http://www.imdb.com/title/tt0075005/?ref_=fn_tt_tt_1","310","English","UK","R","2800000","1976","139","2.35","7000","7.6"
"Undiscovered ","Color","Meiert Avis","41","97","0","230","Kip Pardue","922","1046166","Fisher Stevens","2599","1835","Perrey Reeves","4","http://www.imdb.com/title/tt0434424/?ref_=fn_tt_tt_1","45","English","Germany","PG-13","9000000","2005","374","2.35","128","4.2"
"Joy Ride ","Color","John Dahl","140","97","131","62","Jessica Bowman","23000","21973182","Paul Walker","53415","23242","Dell Yount","2","http://www.imdb.com/title/tt0206314/?ref_=fn_tt_tt_1","339","English","USA","R","23000000","2001","81","2.35","0","6.6"
"Dead Man on Campus ","Color","Alan Cohn","37","96","0","654","Linda Cardellini","3000","15062898","Alyson Hannigan","11729","6861","Poppy Montgomery","0","http://www.imdb.com/title/tt0118301/?ref_=fn_tt_tt_1","106","English","USA","R","14000000","1998","2000","1.85","645","6"
"Alvin and the Chipmunks: The Squeakquel ","Color","Betty Thomas","107","88","84","1000","Bridgit Mendler","1000","219613391","Amy Poehler","31649","5227","Jesse McCartney","0","http://www.imdb.com/title/tt1231580/?ref_=fn_tt_tt_1","98","English","USA","PG","75000000","2009","1000","1.85","2000","4.5"
"Appaloosa ","Color","Ed Harris","190","115","0","107","James Gammon","10000","20207003","Viggo Mortensen","50198","10507","Tom Bower","0","http://www.imdb.com/title/tt0800308/?ref_=fn_tt_tt_1","202","English","USA","R",,"2008","311","2.35","0","6.8"
"Midnight Cabaret ",,"Pece Dingo","1","94","0","87","Wilhelm von Homburg","156",,"Michael Des Barres","47","544","Thom Mathews","0","http://www.imdb.com/title/tt0100146/?ref_=fn_tt_tt_1","4","English","USA","R",,"1990","102",,"4","4.5"
"Super Hybrid ","Color","Eric Valette","42","94","2","156","Ryan Kennedy","259",,"Melanie Papalia","1328","711","John Reardon","0","http://www.imdb.com/title/tt1152827/?ref_=fn_tt_tt_1","22","English","USA","PG-13","13000000","2010","165","2.35","0","3.9"
"Witchboard ","Color","Kevin Tenney","65","98","85","186","Tawny Kitaen","265","7369373","Kathleen Wilhoite","4288","901","Rose Marie","1","http://www.imdb.com/title/tt0090327/?ref_=fn_tt_tt_1","74","English","UK","R","2000000","1986","194","1.85","0","5.7"
"Lock, Stock and Two Smoking Barrels ","Color","Guy Ritchie","116","120","0","452","Jason Flemyng","26000","3650677","Jason Statham","414976","28294","Dexter Fletcher","1","http://www.imdb.com/title/tt0120735/?ref_=fn_tt_tt_1","523","English","UK","R","960000","1998","1000","1.85","21000","8.2"
"The Hobbit: The Desolation of Smaug ","Color","Peter Jackson","509","186","0","773","Adam Brown","5000","258355354","Aidan Turner","483540","9152","James Nesbitt","6","http://www.imdb.com/title/tt1170358/?ref_=fn_tt_tt_1","951","English","USA","PG-13","225000000","2013","972","2.35","83000","7.9"
"Left Behind ","Color","Vic Armstrong","169","110","179","734","Lea Thompson","12000","13998282","Nicolas Cage","24854","15044","Quinton Aaron","1","http://www.imdb.com/title/tt2467046/?ref_=fn_tt_tt_1","374","English","USA","PG-13","16000000","2014","1000","2.35","31000","3.1"
"Our Brand Is Crisis ","Color","David Gordon Green","125","107","234","660","Zoe Kazan","1000","6998324","Dominic Flores","11476","3944","Scoot McNairy","2","http://www.imdb.com/title/tt1018765/?ref_=fn_tt_tt_1","50","English","USA","R","28000000","2015","962","1.85","0","6.1"
"Resurrecting the Champ ","Color","Rod Lurie","104","112","37","548","Kathryn Morris","748","3169424","Harry Lennix","18442","2417","Peter Coyote","1","http://www.imdb.com/title/tt0416185/?ref_=fn_tt_tt_1","59","English","USA","PG-13","13000000","2007","573","2.35","689","6.8"
"Silmido ","Color","Woo-Suk Kang","15","135","0","13","Sung-kee Ahn","28",,"Yu-mi Jeong","3290","97","Kyung-gu Sol","0","http://www.imdb.com/title/tt0387596/?ref_=fn_tt_tt_1","17","Korean","South Korea",,"8000000","2003","15","2.35","387","7.2"
"Over the Hill to the Poorhouse "," Black and White","Harry F. Millarde","1","110","0","0","Johnnie Walker","2","3000000","Stephen Carr","5","4","Mary Carr","1","http://www.imdb.com/title/tt0011549/?ref_=fn_tt_tt_1","1",,"USA",,"100000","1920","2","1.33","0","4.8"
"Force 10 from Navarone "," Black and White","Guy Hamilton","22","126","82","576","Carl Weathers","11000",,"Harrison Ford","13587","13591","Franco Nero","2","http://www.imdb.com/title/tt0077572/?ref_=fn_tt_tt_1","80","English","UK","PG","5000000","1978","794","2.35","729","6.3"
"White Noise 2: The Light ","Color","Patrick Lussier","62","99","71","126","Craig Fairbrass","298",,"Teryl Rothery","11285","934","Adrian Holmes","0","http://www.imdb.com/title/tt0496436/?ref_=fn_tt_tt_1","82","English","USA","PG-13","10000000","2007","258","2.35","509","5.7"
"Righteous Kill ","Color","Jon Avnet","198","101","50","1000","Al Pacino","22000","40076438","Robert De Niro","73368","38809","50 Cent","2","http://www.imdb.com/title/tt1034331/?ref_=fn_tt_tt_1","248","English","USA","R","60000000","2008","14000","2.35","0","6"
"The Fast and the Furious: Tokyo Drift ","Color","Justin Lin","158","104","681","159","Zachery Ty Bryan","584","62494975","Amber Stevens West","179500","1235","Nikki Griffin","5","http://www.imdb.com/title/tt0463985/?ref_=fn_tt_tt_1","378","English","USA","PG-13","85000000","2006","227","2.35","0","6"
"Love Me Tender "," Black and White","Robert D. Webb","39","89","0","102","Neville Brand","356",,"James Drury","2636","831","Debra Paget","1","http://www.imdb.com/title/tt0049452/?ref_=fn_tt_tt_1","36","English","USA",,"1000000","1956","110","2.35","365","6.2"
"The Game of Their Lives ","Color","David Anspaugh","21","101","25","407","Costas Mandylor","18000","375474","Gerard Butler","2613","20354","Jimmy Jean-Louis","0","http://www.imdb.com/title/tt0354595/?ref_=fn_tt_tt_1","46","English","USA","PG","20000000","2005","723","2.35","445","6.2"
"Happy Valley             ","Color",,"11","58",,"250","James Norton","887",,"Shirley Henderson","12848","2572","Sarah Lancashire","1","http://www.imdb.com/title/tt3428912/?ref_=fn_tt_tt_1","59","English","UK","TV-MA",,,"340","16","10000","8.5"
